name,street,namestreet2,address,zip,physicalname,physicalstreet,website
Parkersburg Correctional Center,225 Holiday Hills Drive,,"Parkersburg, WV 26104",26104,,,https://www.prisonpro.com/content/parkersburg-correctional-center
Salem Correctional Center,7 Industrial Blvd.,,"Industrial, WV 26426",26426,,,https://www.prisonpro.com/content/salem-correctional-center
Chippewa Valley Correctional Treatment Facility,2909 E. Park Ave.,,"Chippewa Falls, WI 54729",54729,,,https://www.prisonpro.com/content/chippewa-valley-correctional-treatment-facility
2925 Columbia Drive,P.O. Box 900,,"Portage, WI 53901",53901,,,https://www.prisonpro.com/content/columbia-correctional-institution-wisconsin
Columbia Correctional Institution,P.O. Box 999,,"Portage, WI 53901",53901,,,https://www.prisonpro.com/content/columbia-correctional-institution-wisconsin
Dodge Correctional Institution,P.O. Box 700,,"Waupun, WI 53963-0700",53963,,,https://www.prisonpro.com/content/dodge-correctional-institution
Dodge Correctional Institution,P.O. Box 800,,"Waupun, WI 53963",53963,,,https://www.prisonpro.com/content/dodge-correctional-institution
Fox Lake Correctional Institution,P.O. Box 200,,"Fox Lake, WI 53933-0200",53933,,,https://www.prisonpro.com/content/fox-lake-correctional-institution
Fox Lake Correctional Institution,P.O. Box 600,,"Fox Lake, WI 53933-0600",53933,,,https://www.prisonpro.com/content/fox-lake-correctional-institution
Green Bay Correctional Institution,P.O. Box 19033,,"Green Bay, WI 54307-9033",54307,,,https://www.prisonpro.com/content/green-bay-correctional-institution
Green Bay Correctional Institution,P.O. Box 10044,,"Green Bay, WI 54307-0044",54307,,,https://www.prisonpro.com/content/green-bay-correctional-institution
Jackson Correctional Institution,P.O. Box 233,,"Black River Falls, WI 54615-0233",54615,,,https://www.prisonpro.com/content/jackson-correctional-institution-wisconsin
Jackson Correctional Institution,P.O. Box 116,,"Black River Falls, WI 54615-0116",54615,,,https://www.prisonpro.com/content/jackson-correctional-institution-wisconsin
Kettle Moraine Correctional Institution,P.O. Box 282,,"Plymouth, WI 53073-0282",53073,,,https://www.prisonpro.com/content/kettle-moraine-correctional-institution
Kettle Moraine Correctional Institution,P.O. Box 444,,"Plymouth, WI 53073-0444",53073,,,https://www.prisonpro.com/content/kettle-moraine-correctional-institution
Milwaukee Secure Detention Facility,P.O. Box 05911,,"Milwaukee, WI 53205-0911",53205,,,https://www.prisonpro.com/content/milwaukee-secure-detention-facility
MSDF,P.O. Box 05229,,"Milwaukee, WI 53205-0229",53205,,,https://www.prisonpro.com/content/milwaukee-secure-detention-facility
New Lisbon Correctional Institution,P.O. Box 4000,,"New Lisbon, WI 53950",53950,,,https://www.prisonpro.com/content/new-lisbon-correctional-institution
New Lisbon Correctional Institution,P.O. Box 6000,,"New Lisbon, WI 53950",53950,,,https://www.prisonpro.com/content/new-lisbon-correctional-institution
Oakhill Correctional Institution,P.O. Box 140,,"Oregon, WI 53575-0140",53575,,,https://www.prisonpro.com/content/oakhill-correctional-institution
Oshkosh Correctional Institution,P.O. Box 3310,,"Oshkosh, WI 54903-3310",54903,,,https://www.prisonpro.com/content/oshkosh-correctional-institution
Oshkosh Correctional Institution,P.O. Box 3367,,"Oshkosh, WI 54903-3367",54903,,,https://www.prisonpro.com/content/oshkosh-correctional-institution
Praire du Chien Correctional Institution,P.O. Box 9900,,"Prairie du Chien, WI 53821",53821,,,https://www.prisonpro.com/content/praire-du-chien-correctional-institution
Attn: Inmate Accounts,P.O. Box 6000,,"Prairie du Chien, WI 53821",53821,,,https://www.prisonpro.com/content/praire-du-chien-correctional-institution
Racine Correctional Institution,P.O. Box 900,,"Sturtevant, WI 53177-0900",53177,,,https://www.prisonpro.com/content/racine-correctional-institution
Racine Correctional Institution,P.O. Box 909,,"Sturtevant, WI 53177-0909",53177,,,https://www.prisonpro.com/content/racine-correctional-institution
(Housing Unit),P.O. Box 2500 ,,"Racine, WI 53404-0002",53404,,,https://www.prisonpro.com/content/racine-youthful-offender-correctional-facility
(Housing Unit & Cell Number),P.O. Box 44398,,"Racine, WI 53404-7007",53404,,,https://www.prisonpro.com/content/racine-youthful-offender-correctional-facility
Redgranite Correctional Institution,P.O. Box 925,,"Redgranite, WI 54970-0925",54970,,,https://www.prisonpro.com/content/redgranite-correctional-institution
Redgranite Correctional Institution,P.O. Box 1000,,"Redgranite, WI 54970-1000",54970,,,https://www.prisonpro.com/content/redgranite-correctional-institution
Stanley Correctional Institution,100 Corrections Drive,,"Stanley, WI 54768-6500",54768,,,https://www.prisonpro.com/content/stanley-correctional-institution
Stanley Correctional Institution,P.O. Box 235,,"Stanley, WI 54768-0235",54768,,,https://www.prisonpro.com/content/stanley-correctional-institution
Sturtevant Transitional Facility,P.O. Box 903,,"Sturtevant, WI 53177-0903",53177,,,https://www.prisonpro.com/content/sturtevant-transitional-facility
Sturtevant Transitional Facility,P.O. Box 909,,"Sturtevant, WI 53177-0909",53177,,,https://www.prisonpro.com/content/sturtevant-transitional-facility
Taycheedah Correctional Institution,P.O. Box 3100,,"Fond du Lac, WI 54936-3100",54936,,,https://www.prisonpro.com/content/taycheedah-correctional-institution
Taycheedah Correctional Institution,P.O. Box 3000,,"Fond du Lac, WI 54936-3000",54936,,,https://www.prisonpro.com/content/taycheedah-correctional-institution
Waupun Correctional Institution,P.O. Box 351,,"Waupun, WI 53963-0351",53963,,,https://www.prisonpro.com/content/waupun-correctional-institution
WCI Business Office,P.O. Box 247,,"Waupun, WI 53963-0247",53963,,,https://www.prisonpro.com/content/waupun-correctional-institution
Wisconsin Secure Program Facility,P.O. Box 9900,,"Boscobel, WI 53805-9900",53805,,,https://www.prisonpro.com/content/wisconsin-secure-program-facility
Anna M. Kross Center,18-18 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/anna-m-kross-center
Bellevue Hospital Prison Ward,462 1st Avenue,,"New York, NY 10016",10016,,,https://www.prisonpro.com/content/bellevue-hospital-prison-ward
Brooklyn Detention Complex,275 Atlantic Avenue,,"Brooklyn, NY 11201",11201,,,https://www.prisonpro.com/content/brooklyn-detention-complex
Eric M. Taylor Center,10-10 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/eric-m-taylor-center
Elmhurst Hospital Prison Ward,79-01 Broadway,,"Queens, NY 11370",11370,,,https://www.prisonpro.com/content/elmhurst-hospital-prison-ward
George Motchan Detention Center,15-15 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/george-motchan-detention-center
George R. Vierno Center,09-09 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/george-r-vierno-center
Manhattan Detention Complex,125 White Street,,"New York, NY 10013",10013,,,https://www.prisonpro.com/content/manhattan-detention-complex
North Infirmary Command,15-00 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/north-infirmary-command
Otis Bantum Correctional Center,16-00 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/otis-bantum-correctional-center
Queens Detention Complex,126-01 82nd Street,,"Kew Gardens, NY 11415",11415,,,https://www.prisonpro.com/content/queens-detention-complex
Robert N. Davoren Complex,11-11 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/robert-n-davoren-complex
Rose M. Singer Center,19-19 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/rose-m-singer-center
Vernon C. Bain Center,1 Halleck Street,,"Bronx, NY 10474",10474,,,https://www.prisonpro.com/content/vernon-c-bain-center
West Facility,16-06 Hazen Street,,"East Elmhurst, NY 11370",11370,,,https://www.prisonpro.com/content/west-facility
Queensboro Correctional Facility,47-04 Van Dam Street,,"Long Island City, NY 11101-3081",11101,,,https://www.prisonpro.com/content/queensboro-correctional-facility
