name,street,namestreet2,address,zip,physicalname,physicalstreet,website
Western Illinois Correctional Center,2500 Rt. 99 South,,"Mount Sterling, IL 62353",62353,,,https://www.prisonpro.com/content/western-illinois-correctional-center
Branchville Correctional Facility,21390 Old State Road 37,,"Branchville, IN 47514",47514,,,https://www.prisonpro.com/content/branchville-correctional-facility
Chain O Lakes Correctional Facility,3516 E 75 South,,"Albion, IN 46701",46701,,,https://www.prisonpro.com/content/chain-o%E2%80%99-lakes-correctional-facility
Correctional Industrial Facility,P.O. Box 600,,"Pendleton, IN 46064",46064,,,https://www.prisonpro.com/content/correctional-industrial-facility
Edinburgh Correctional Facility,P.O. Box 470,,"Edinburgh, IN 46124",46124,,,https://www.prisonpro.com/content/edinburgh-correctional-facility
Henryville Correctional Facility,P.O. Box 148,,"Henryville, IN 47126",47126,,,https://www.prisonpro.com/content/henryville-correctional-facility
Heritage Trail Correctional Facility,501 W. Main Street,,"Plainfield, Indiana 46168",46168,,,https://www.prisonpro.com/content/heritage-trail-correctional-facility
Indiana State Prison,P.O. Box 41,,"Michigan City, IN 46361",46361,,,https://www.prisonpro.com/content/indiana-state-prison
Indiana Women's Prison,2596 Girls School Road,,"Indianapolis, IN 46214",46214,,,https://www.prisonpro.com/content/indiana-womens-prison
Indianapolis Re-Entry Educational Facility,401 North Randolph Street,,"Indianapolis, Indiana 46201",46201,,,https://www.prisonpro.com/content/indianapolis-re-entry-educational-facility
Madison Correctional Facility,800 MSH Bus Stop Drive,,"Madison, IN 47250",47250,,,https://www.prisonpro.com/content/madison-correctional-facility-women
Miami Correctional Facility,3038 West 850 South,,"Bunker Hill, IN 46914-9810",46914,,,https://www.prisonpro.com/content/miami-correctional-facility
New Castle Correctional Facility,P.O. Box E,,"New Castle, IN 47362",47362,,,https://www.prisonpro.com/content/new-castle-correctional-facility
Pendleton Correctional Facility,P.O. Box 30,,"Pendleton, IN 46064-0030",46064,,,https://www.prisonpro.com/content/pendleton-correctional-facility
Plainfield Correctional Facility,727 Moon Road,,"Plainfield, IN 46168",46168,,,https://www.prisonpro.com/content/plainfield-correctional-facility
Putnamville Correctional Facility,1946 West U.S. Hwy 40,,"Greencastle, IN 46135",46135,,,https://www.prisonpro.com/content/putnamville-correctional-facility
Reception Diagnostic Center,737 Moon Road,,"Plainfield, IN 46168",46168,,,https://www.prisonpro.com/content/reception-diagnostic-center
Rockville Correctional Facility,811 W. 50 N,,"Rockville, IN 47872",47872,,,https://www.prisonpro.com/content/rockville-correctional-facility-women
Wabash Valley Correctional Facility,P.O. Box 500,,"Carlisle , IN 47838",47838,,,https://www.prisonpro.com/content/wabash-valley-correctional-facility
Westville Correctional Facility,5501 S.1100 W.,,"Westville, IN 46391",46391,,,https://www.prisonpro.com/content/westville-correctional-facility
Anamosa State Penitentiary,PO Box 10,,"Anamosa, IA 52205",52205,,,https://www.prisonpro.com/content/anamosa-state-penitentiary
Clarinda Correctional Facility,P.O. Box 1338,,"Clarinda, IA 51632",51632,,,https://www.prisonpro.com/content/clarinda-correctional-facility
Fort Dodge Correctional Facility,1550 L Street,,"Fort Dodge, IA 50501-5767",50501,,,https://www.prisonpro.com/content/fort-dodge-correctional-facility
Iowa Correctional Institution for Women,420 Mill Street SW,,"Mitchellville, IA 50169",50169,,,https://www.prisonpro.com/content/iowa-correctional-institution-women
Iowa Medical and Classification Center,2700 Coral Ridge Ave,,"Coralville, IA 52241",52241,,,https://www.prisonpro.com/content/iowa-medical-classification-center
Iowa State Penitentiary,P.O. Box 316,,"Fort Madison, IA 52627",52627,,,https://www.prisonpro.com/content/iowa-state-penitentiary
Mount Pleasant Correctional Facility,1200 East Washington,,"Mt. Pleasant, IA 52641",52641,,,https://www.prisonpro.com/content/mount-pleasant-correctional-facility
Newton Correctional Facility,P. O. Box 218,,"Newton, IA 50208",50208,,,https://www.prisonpro.com/content/newton-correctional-facility
North Central Correctional Facility,313 Lanedale,,"Rockwell City, IA 50579",50579,,,https://www.prisonpro.com/content/north-central-correctional-facility
El Dorado Correctional Facility,P.O. Box 311,,"El Dorado, KS 67042",67042,,,https://www.prisonpro.com/content/el-dorado-correctional-facility
Ellsworth Correctional Facility,P.O. Box 107,,"Ellsworth, KS 67439",67439,,,https://www.prisonpro.com/content/ellsworth-correctional-facility
Hutchinson Correctional Facility,P.O. Box 1568,,"Hutchinson, KS 67504-1568",67504,,,https://www.prisonpro.com/content/hutchinson-correctional-facility
Lansing Correctional Facility,P.O. Box 2,,"Lansing, Kansas 66043-0002",66043,,,https://www.prisonpro.com/content/lansing-correctional-facility
Larned Correctional Mental Health Facility,1318 KS Highway 264,,"Larned, KS 67550",67550,,,https://www.prisonpro.com/content/larned-correctional-mental-health-facility
Norton Correctional Facility,P.O. Box 546,,"Norton, KS 67654-0546",67654,,,https://www.prisonpro.com/content/norton-correctional-facility
NCF-East Unit,P.O. Box 527,,"Stockton, KS 67669",67669,,,https://www.prisonpro.com/content/norton-correctional-facility
Topeka Correctional Facility,815 S.E. Rice Road,,"Topeka, KS 66607",66607,,,https://www.prisonpro.com/content/topeka-correctional-facility
Winfield Correctional Facility,1806 Pinecrest Circle,,"Winfield, KS 67156",67156,,,https://www.prisonpro.com/content/winfield-correctional-facility
Wichita Work Release,401 S. Emporia St.,,"Wichita, KS 67202",67202,,,https://www.prisonpro.com/content/winfield-correctional-facility
Bell County Forestry Camp,560 Correctional Drive,,"Pineville, KY 40977",40977,,,https://www.prisonpro.com/content/bell-county-forestry-camp
Blackburn Correctional Complex,3111 Spurr Road,,"Lexington, Kentucky 40511",40511,,,https://www.prisonpro.com/content/blackburn-correctional-complex
Eastern Kentucky Correctional Complex,200 Road to Justice,,"West Liberty, Kentucky 41472",41472,,,https://www.prisonpro.com/content/eastern-kentucky-correctional-complex
Green River Correctional Complex,P. O. Box 9300,,"Central City, Kentucky 42330",42330,,,https://www.prisonpro.com/content/green-river-correctional-complex
Kentucky Correctional Institution for Women,P.O. Box 337,,"Pewee Valley, KY 40056",40056,,,https://www.prisonpro.com/content/kentucky-correctional-institution-women
Kentucky State Penitentiary,266 Water Street,,"Eddyville, Kentucky 42038",42038,,,https://www.prisonpro.com/content/kentucky-state-penitentiary
Kentucky State Reformatory,3001 W Hwy 146,,"LaGrange, Kentucky 40032",40032,,,https://www.prisonpro.com/content/kentucky-state-reformatory
Little Sandy Correctional Complex,Route 5 Box 1000,,"Sandy Hook, Ky 41171",41171,,,https://www.prisonpro.com/content/little-sandy-correctional-complex
Luther Luckett Correctional Complex,P. O. Box 6,,"LaGrange, Kentucky 40031",40031,,,https://www.prisonpro.com/content/luther-luckett-correctional-complex
Northpoint Training Center,P.O. Box 479,,"Burgin, KY 40310",40310,,,https://www.prisonpro.com/content/northpoint-training-center
Roederer Correctional Complex,P.O. Box 69,,"LaGrange, Kentucky 40031",40031,,,https://www.prisonpro.com/content/roederer-correctional-complex
Western Kentucky Correctional Complex,374 New Bethel Church Road,,"Fredonia, KY 42411",42411,,,https://www.prisonpro.com/content/western-kentucky-correctional-complex
Allen Correctional Center,3751 Lauderdale Woodyard Road,,"Kinder, LA 70648",70648,,,https://www.prisonpro.com/content/allen-correctional-center
Avoyelles Correctional Center,1630 Prison Road,,"Cottonport, LA 71327",71327,,,https://www.prisonpro.com/content/avoyelles-correctional-center
David Wade Correctional Center,670 Bell Hill Road,,"Homer, LA 71040",71040,,,https://www.prisonpro.com/content/david-wade-correctional-center
Dixon Correctional Institute,Post Office Box 788,,"Jackson, LA 70748",70748,,,https://www.prisonpro.com/content/dixon-correctional-institute
Elayn Hunt Correctional Center,P.O. Box 174,,"St. Gabriel, LA 70776",70776,,,https://www.prisonpro.com/content/elayn-hunt-correctional-center
Louisiana Correctional Institute for Women,Post Office Box 26,,"St. Gabriel, LA 70776",70776,,,https://www.prisonpro.com/content/louisiana-correctional-institute-women
Louisiana State Penitentiary,General Delivery,,"Angola, LA 70712",70712,,,https://www.prisonpro.com/content/louisiana-state-penitentiary
B.B. Rayburn Correctional Center,27268 Hwy. 21 North,,"Angie, LA 70426",70426,,,https://www.prisonpro.com/content/bb-rayburn-correctional-center
Winn Correctional Center,P.O. Box 1260,,"Winnfield, LA 71483-1260",71483,,,https://www.prisonpro.com/content/winn-correctional-center
Bolduc Correctional Facility,516 Cushing Road,,"Warren, ME 04864",4864,,,https://www.prisonpro.com/content/bolduc-correctional-facility
Charleston Correctional Facility,1202 Dover Road,,"Charleston, ME 04422",4422,,,https://www.prisonpro.com/content/charleston-correctional-facility
Downeast Correctional Facility,64 Base Road,,"Machiasport, ME 04655",4655,,,https://www.prisonpro.com/content/downeast-correctional-facility
Maine Correctional Center,17 Mallison Falls Road,,"Windham, Maine 04062",4062,,,https://www.prisonpro.com/content/maine-correctional-center
Maine State Prison,807 Cushing Road,,"Warren, ME 04864-4600",4864,,,https://www.prisonpro.com/content/maine-state-prison
Southern Maine Re-entry Center,2 Layman Way,,"Alfred, ME 04002",4002,,,https://www.prisonpro.com/content/southern-maine-re-entry-center
Maine Correctional Center,17 Mallison Falls Road,,"Windham, Maine 04062",4062,,,https://www.prisonpro.com/content/maine-correctional-center
Baltimore City Correctional Center,901 Greenmount Avenue,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/baltimore-city-correctional-center
Brockbridge Correctional Facility,7930 Brock Bridge Road,,"Jessup, Maryland 20794",20794,,,https://www.prisonpro.com/content/brockbridge-correctional-facility
Baltimore Central Booking and Intake Center,300 E. Madison Street,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/baltimore-central-booking-intake-center
Baltimore City Detention Center,401 E. Eager Street,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/baltimore-city-detention-center
Baltimore Pre-Release Unit,531 East Madison Street,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/baltimore-pre-release-unit
Central Maryland Correctional Facility,7301 Buttercup Road,,"Sykesville, Maryland 21784",21784,,,https://www.prisonpro.com/content/central-maryland-correctional-facility
Chesapeake Detention Facility,401 East Madison Street,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/chesapeake-detention-facility
Patuxent Institution,P.O. Box 700,,"Jessup, MD 20794",20794,,,https://www.prisonpro.com/content/patuxent-institution-correctional-mental-health-center-jessup
Eastern Correctional Institution,30420 Revells Neck Road,,"Westover, Maryland 21890",21890,,,https://www.prisonpro.com/content/eastern-correctional-institution-annex
Eastern Correctional Institution Annex,30430 Revells Neck Road,,"Westover, Maryland 21890",21890,,,https://www.prisonpro.com/content/eastern-correctional-institution-annex
Eastern Correctional Institution,30420 Revells Neck Road,,"Westover, Maryland 21890",21890,,,https://www.prisonpro.com/content/eastern-correctional-institution-annex
Eastern Correctional Institution Annex,30430 Revells Neck Road,,"Westover, Maryland 21890",21890,,,https://www.prisonpro.com/content/eastern-correctional-institution-annex
Eastern Pre-Release Unit,700 Flat Iron Square Road,,"Church Hill, Maryland 21623",21623,,,https://www.prisonpro.com/content/eastern-pre-release-unit
Jessup Correctional Institution,Post Office Box 534,,"Jessup, Maryland 20794",20794,,,https://www.prisonpro.com/content/jessup-correctional-institution
Maryland Correctional Institution - Hagerstown,18601 Roxbury Road,,"Hagerstown, Maryland 21746",21746,,,https://www.prisonpro.com/content/maryland-correctional-institution-hagerstown
Maryland Correctional Institution Jessup,Post Office Box 549,,"Jessup, Maryland 20794",20794,,,https://www.prisonpro.com/content/maryland-correctional-institution-jessup
Maryland Correctional Institution for Women,7943 Brockbridge Road,,"Jessup, Maryland 20794",20794,,,https://www.prisonpro.com/content/maryland-correctional-institution-women
Maryland Correctional Training Center,18800 Roxbury Road,,"Hagerstown, Maryland 21746",21746,,,https://www.prisonpro.com/content/maryland-correctional-training-center
"Maryland Reception, Diagnostic and Classification Center",550 East Madison Street,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/maryland-reception-diagnostic-classification-center
Metropolitan Transition Center,954 Forrest Street,,"Baltimore, Maryland 21202",21202,,,https://www.prisonpro.com/content/metropolitan-transition-center
North Branch Correctional Institution,"14100 McMullen Highway, S.W.",,"Cumberland, Maryland 21502",21502,,,https://www.prisonpro.com/content/north-branch-correctional-institution
Poplar Hill Pre-Release Unit,24090 Nanticoke Road,,"Quantico, Maryland 21856",21856,,,https://www.prisonpro.com/content/poplar-hill-pre-release-unit
Roxbury Correctional Institution,18701 Roxbury Road,,"Hagerstown, Maryland 21746",21746,,,https://www.prisonpro.com/content/roxbury-correctional-institution
Southern Maryland Pre-Release Unit,14320 Oaks Road,,"Charlotte Hall, Maryland 20622",20622,,,https://www.prisonpro.com/content/southern-maryland-pre-release-unit
Western Correctional Institution,"13800 McMullen Highway, S.W.",,"Cumberland, Maryland 21502",21502,,,https://www.prisonpro.com/content/western-correctional-institution
Bay State Correctional Center,P.O. Box 73,,"Norfolk, MA 02056",2056,,,https://www.prisonpro.com/content/bay-state-correctional-center
Boston Pre-Release,430 Canterbury St.,,"Roslindale, MA 02131",2131,,,https://www.prisonpro.com/content/boston-pre-release-center
Bridgewater State Hospital,20 Administration Road,,"Bridgewater, MA 02324",2324,,,https://www.prisonpro.com/content/bridgewater-state-hospital
Lemuel Shattuck Hospital Correctional Unit,180 Morton Street,,"Jamaica Plain, MA 02130",2130,,,https://www.prisonpro.com/content/lemuel-shattuck-hospital-correctional-unit
Massachusetts Alcohol and Substance Abuse Center,2 Administration Road,,"Bridgewater, MA 02324",2324,,,https://www.prisonpro.com/content/massachusetts-alcohol-substance-abuse-center
Massachusetts Treatment Center,30 Administration Road,,"Bridgewater, MA 02324",2324,,,https://www.prisonpro.com/content/massachusetts-treatment-center
MCI Cedar Junction,P.O. Box 100,,"South Walpole, MA 02071",2071,,,https://www.prisonpro.com/content/mci-cedar-junction
MCI Concord,PO Box 9106,,"Concord, MA 01742",1742,,,https://www.prisonpro.com/content/mci-concord
MCI Framingham,PO Box 9007,,"Framingham, MA 01701",1701,,,https://www.prisonpro.com/content/mci-framingham
MCI Norfolk,PO Box 43,,"Norfolk, MA 02056",2056,,,https://www.prisonpro.com/content/mci-norfolk
MCI Plymouth,PO Box 207,,"South Carver, MA 02366",2366,,,https://www.prisonpro.com/content/mci-plymouth
MCI Shirley,PO Box 1218,,"Shirley, MA 01464",1464,,,https://www.prisonpro.com/content/mci-shirley
NCCI/Gardner,PO Box 466,,"Gardner, MA 01440",1440,,,https://www.prisonpro.com/content/north-central-correctional-institution-gardner-ncci-gardner
Northeastern Correctional Center,PO Box 1069,,"West Concord, MA 01742",1742,,,https://www.prisonpro.com/content/northeastern-correctional-center
Old Colony Correctional Center,1 Administration Road,,"Bridgewater, MA 02324",2324,,,https://www.prisonpro.com/content/old-colony-correctional-center
Pondville Correctional Center,PO Box 146,,"Norfolk, MA 02056",2056,,,https://www.prisonpro.com/content/pondville-correctional-center
South Middlesex Correctional Center,PO Box 850,,"Framingham, MA 01701",1701,,,https://www.prisonpro.com/content/south-middlesex-correctional-center
Souza-Baranowski Correctional Center,PO Box 8000,,"Shirley, MA 01464",1464,,,https://www.prisonpro.com/content/souza-baranowski-correctional-center
Alger Correctional Facility,P.O. Box 600,,"Munising, MI 49862",49862,,,https://www.prisonpro.com/content/alger-correctional-facility
Baraga Correctional Facility,13924 Wadaga Road,,"Baraga, MI 49908-9204",49908,,,https://www.prisonpro.com/content/baraga-correctional-facility
Bellamy Creek Correctional Facility,1727 West Bluewater Highway,,"Ionia, MI 48846",48846,,,https://www.prisonpro.com/content/bellamy-creek-correctional-facility
Boyer Road Correctional Facility,10274 Boyer Road,,"Carson City, MI 48811",48811,,,https://www.prisonpro.com/content/boyer-road-correctional-facility-carson-city-east-west
Boyer Road Correctional Facility,10274 Boyer Road,,"Carson City, MI 48811",48811,,,https://www.prisonpro.com/content/boyer-road-correctional-facility-carson-city-east-west
Central Michigan Correctional Facility,320 N. Hubbard,,"St. Louis, MI 48880",48880,,,https://www.prisonpro.com/content/central-michigan-correctional-facility
Charles Egeler Reception & Guidance Center,3855 Cooper St.,,"Jackson, MI 49201-7547",49201,,,https://www.prisonpro.com/content/charles-egeler-reception-guidance-center
Chippewa Correctional Facility,4269 W. M-80,,"Kincheloe, MI 49784",49784,,,https://www.prisonpro.com/content/chippewa-correctional-facility
Cooper Street Correctional Facility,3100 Cooper St.,,"Jackson, MI 49201",49201,,,https://www.prisonpro.com/content/cooper-street-correctional-facility
Detroit Detention Center,17601 Mound Road,,"Detroit, MI 48212",48212,,,https://www.prisonpro.com/content/detroit-detention-center
Detroit Reentry Center,17600 Ryan Road,,"Detroit, MI 48212",48212,,,https://www.prisonpro.com/content/detroit-reentry-center
Earnest C. Brooks Correctional Facility,2500 S. Sheridan Drive,,"Muskegon Heights, MI 49444",49444,,,https://www.prisonpro.com/content/earnest-c-brooks-correctional-facility
G. Robert Cotton Correctional Facility,3500 N. Elm Road,,"Jackson, MI 49201",49201,,,https://www.prisonpro.com/content/g-robert-cotton-correctional-facility
Gus Harrison Correctional Facility,2727 East Beecher St.,,"Adrian, MI 49221",49221,,,https://www.prisonpro.com/content/gus-harrison-correctional-facility
Ionia Correctional Facility,1576 W. Bluewater Highway,,"Ionia, MI 48846",48846,,,https://www.prisonpro.com/content/ionia-correctional-facility
Kinross Correctional Facility,16770 S. Watertower Drive,,"Kincheloe, MI 49788",49788,,,https://www.prisonpro.com/content/kinross-correctional-facility
Lakeland Correctional Facility,141 First St.,,"Coldwater, MI 49036",49036,,,https://www.prisonpro.com/content/lakeland-correctional-facility
Macomb Correctional Facility,34625 26 Mile Rd.,,"New Haven, MI 48048",48048,,,https://www.prisonpro.com/content/macomb-correctional-facility
Marquette Branch Prison,1960 U.S. Hwy. 41 South,,"Marquette, MI 49855",49855,,,https://www.prisonpro.com/content/marquette-branch-prison
Michigan Reformatory,1342 W. Main,,"Ionia, MI 48846",48846,,,https://www.prisonpro.com/content/michigan-reformatory
Muskegon Correctional Facility,2400 S. Sheridan Drive,,"Muskegon, MI 49442",49442,,,https://www.prisonpro.com/content/muskegon-correctional-facility
Newberry Correctional Facility,13747 E. County Road 428,,"Newberry, MI 49868",49868,,,https://www.prisonpro.com/content/newberry-correctional-facility
Oaks Correctional Facility,1500 Caberfae Highway,,"Manistee, MI 49660",49660,,,https://www.prisonpro.com/content/oaks-correctional-facility
Ojibway Correctional Facility,N 5705 Ojibway Road,,"Marenisco, MI 49947-9771",49947,,,https://www.prisonpro.com/content/ojibway-correctional-facility
Parnall Correctional Facility,1780 E. Parnall,,"Jackson, MI 49201",49201,,,https://www.prisonpro.com/content/parnall-correctional-facility
Pugsley Correctional Facility,7401 East Walton Road,,"Kingsley, MI 49649",49649,,,https://www.prisonpro.com/content/pugsley-correctional-facility
Richard A. Handlon Correctional Facility,1728 Bluewater Highway,,"Ionia, MI 48846",48846,,,https://www.prisonpro.com/content/richard-handlon-correctional-facility
Saginaw Correctional Facility,9625 Pierce Rd.,,"Freeland, MI 48623",48623,,,https://www.prisonpro.com/content/saginaw-correctional-facility
Special Alternative Incarceration Facility,18901 Waterloo Rd.,,"Chelsea, MI 48118",48118,,,https://www.prisonpro.com/content/special-alternative-incarceration-facility
St. Louis Correctional Facility,8585 N. Croswell Road,,"St. Louis, MI 48880",48880,,,https://www.prisonpro.com/content/st-louis-correctional-facility
Thumb Correctional Facility,3225 John Conley Drive,,"Lapeer, MI 48446",48446,,,https://www.prisonpro.com/content/thumb-correctional-facility
West Shoreline Correctional Facility,2500 S. Sheridan Drive,,"Muskegon Heights, MI 49444",49444,,,https://www.prisonpro.com/content/west-shoreline-correctional-facility
Women's Huron Valley Correctional Facility,3201 Bemis Road,,"Ypsilanti, MI 48197-0911",48197,,,https://www.prisonpro.com/content/womens-huron-valley-correctional-facility
Woodland Center Correctional Facility,9036 E. M-36,,"Whitmore Lake, MI 48189",48189,,,https://www.prisonpro.com/content/woodland-center-correctional-facility
Fairbault Correctional Facility,1101 Linden Lane,,"Faribault, Minnesota 55021-6400",55021,,,https://www.prisonpro.com/content/fairbault-correctional-facility
Lino Lakes Correctional Facility,7525 Fourth Avenue,,"Lino Lakes, Minnesota 55014",55014,,,https://www.prisonpro.com/content/lino-lakes-correctional-facility
Oak Park Heights Correctional Facility,5329 Osgood Avenue North,,"Stillwater, Minnesota 55082-1117",55082,,,https://www.prisonpro.com/content/oak-park-heights-correctional-facility
Red Wing Correctional Facility,1079 Highway 292,,"Red Wing, MN 55066",55066,,,https://www.prisonpro.com/content/red-wing-correctional-facility
Rush City Correctional Facility,7600 - 525th St.,,"Rush City, Minnesota 55069",55069,,,https://www.prisonpro.com/content/rush-city-correctional-facility
Shakopee Correctional Facility,1010 West Sixth Avenue,,"Shakopee, Minnesota 55379",55379,,,https://www.prisonpro.com/content/shakopee-correctional-facility
St. Cloud Correctional Facility,2305 Minnesota Boulevard S.E.,,"St. Cloud, MN 56304",56304,,,https://www.prisonpro.com/content/st-cloud-correctional-facility
Stillwater Correctional Facility,970 Pickett Street,,"Bayport, Minnesota 55003-1490",55003,,,https://www.prisonpro.com/content/stillwater-correctional-facility
Togo Correctional Facility,62741 Co Rd. 551,,"Togo, MN 55723",55723,,,https://www.prisonpro.com/content/togo-correctional-facility
Willow River/Moose Lake Correctional Facility,1000 Lake Shore Drive,,"Moose Lake, Minnesota 55767",55767,,,https://www.prisonpro.com/content/willow-rivermoose-lake-correctional-facility
Alcorn County Correctional Facility,2839 South Harper Road,,"Corinth, MS 38834",38834,,,https://www.prisonpro.com/content/alcorn-county-correctional-facility
Bolivar County Correctional Facility,2792 Hwy 8 West,,"Cleveland, MS 38732",38732,,,https://www.prisonpro.com/content/bolivar-county-correctional-facility
Carroll-Montgomery CountyRegional Correctional Facility,33714 MS Highway 35,,"Vaiden, Mississippi 39176",39176,,,https://www.prisonpro.com/content/carroll-montgomery-county-regional-correctional-facility
Central Mississippi Correctional Facility,Post Office Box 88550,,"Pearl, MS 39208",39208,,,https://www.prisonpro.com/content/central-mississippi-correctional-facility
Chickasaw County Regional Correctional Facility,120 Lancaster Circle,,"Houston, MS 38851",38851,,,https://www.prisonpro.com/content/chickasaw-county-regional-correctional-facility
East Mississippi Correctional Facility,10641 Highway 80 East,,"Meridian, MS 39307",39307,,,https://www.prisonpro.com/content/east-mississippi-correctional-facility
George-Greene County Regional Correctional Facility,154 Industrial Park Rd.,,"Lucedale, MS 39452",39452,,,https://www.prisonpro.com/content/george-greene-county-regional-correctional-facility
Holmes-Humphreys County Regional Correctional Facility,23234 Hwy. 12 East,,"Lexington, MS 39095",39095,,,https://www.prisonpro.com/content/holmes-humphreys-county-regional-correctional-facility
Issaquena County Correctional Facility,Post Office Box 220,,"Mayersville, MS 39113",39113,,,https://www.prisonpro.com/content/issaquena-county-correctional-facility
Jefferson-Franklin County Correctional,P.O. Box 218,,"Fayette, MS 39069",39069,,,https://www.prisonpro.com/content/jefferson-franklin-county-correctional
Kemper Neshoba County Regional Correctional Facility,374 Stennis Industrial Park Road,,"DeKalb, MS 39328",39328,,,https://www.prisonpro.com/content/kemper-neshoba-county-regional-correctional-facility
Leake County Correctional Facility,399 C. O. Brooks Street,,"Carthage, MS 39051",39051,,,https://www.prisonpro.com/content/leake-county-correctional-facility
Marion Walthall County Regional Correctional Facility,503 South Main Street,,"Columbia, MS 39429",39429,,,https://www.prisonpro.com/content/marion-walthall-county-regional-correctional-facility
Marshall County Correctional Facility,Post Office Box 5188,,"Holly Springs, MS 38634-5188",38634,,,https://www.prisonpro.com/content/marshall-county-correctional-facility
Mississippi State Penitentiary,Post Office Box 1057,,"Parchman, MS 38738",38738,,,https://www.prisonpro.com/content/mississippi-state-penitentiary
South Mississippi Correctional Institution,Post Office Box 1419,,"Leakesville, MS 39451",39451,,,https://www.prisonpro.com/content/south-mississippi-correctional-institution
Stone County Correctional Facility,1420 Industrial Park Road,,"Wiggins, MS 39577",39577,,,https://www.prisonpro.com/content/stone-county-correctional-facility
Walnut Grove Youth Correctional Facility,Post Office Box 389,,"Walnut Grove, MS 39189",39189,,,https://www.prisonpro.com/content/walnut-grove-youth-correctional-facility
Washington County Regional Correctional Facility,60 Stokes King Rd,,"Greenville, MS 38701",38701,,,https://www.prisonpro.com/content/washington-county-regional-correctional-facility
Wilkinson County Correctional Center,Post Office Box 1889,,"Woodville, MS 39669",39669,,,https://www.prisonpro.com/content/wilkinson-county-correctional-center
Winston Choctaw County Regional Correctional Facility,P.O Drawer 1437,,"Louisville, MS 39339",39339,,,https://www.prisonpro.com/content/winston-choctaw-county-regional-correctional-facility
Yazoo County Correctional Facility,154 Roosevelt Hudson Drive,,"Yazoo City, MS 39194",39194,,,https://www.prisonpro.com/content/yazoo-county-correctional-facility
Algoa Correctional Center,8501 No More Victims Road,,"Jefferson City, MO 65101",65101,,,https://www.prisonpro.com/content/algoa-correctional-center
Boonville Correctional Center,1216 East Morgan Street,,"Boonville, MO 65233-1300",65233,,,https://www.prisonpro.com/content/boonville-correctional-center
Chillicothe Correctional Center,3151 Litton Road,,"Chillicothe, MO 64601",64601,,,https://www.prisonpro.com/content/chillicothe-correctional-center
Crossroads Correctional Center,1115 East Pence Road,,"Cameron, MO 64429",64429,,,https://www.prisonpro.com/content/crossroads-correctional-center
"Eastern Reception, Diagnostic and Correctional Center",2727 Highway K,,"Bonne Terre, MO 63628",63628,,,https://www.prisonpro.com/content/eastern-reception-diagnostic-correctional-center
Farmington Correctional Center,1012 West Columbia Street,,"Farmington, MO 63640",63640,,,https://www.prisonpro.com/content/farmington-correctional-center
Fulton Reception and Diagnostic Center,"P.O. Box 190, State Route O",,"Fulton, MO 65251",65251,,,https://www.prisonpro.com/content/fulton-reception-diagnostic-center
Jefferson City Correctional Center,8200 No More Victims Road,,"Jefferson City, MO 65101",65101,,,https://www.prisonpro.com/content/jefferson-city-correctional-center
Maryville Treatment Center,30227 US Highway 136,,"Maryville, MO 64468",64468,,,https://www.prisonpro.com/content/maryville-treatment-center
Missouri Eastern Correctional Center,18701 US Highway 66,,"Pacific, MO 63069",63069,,,https://www.prisonpro.com/content/missouri-eastern-correctional-center
Moberly Correctional Center,P.O. Box 7,,"Moberly, MO 65270",65270,,,https://www.prisonpro.com/content/moberly-correctional-center
Northeast Correctional Center,13698 Airport Road,,"Bowling Green, MO 63334",63334,,,https://www.prisonpro.com/content/northeast-correctional-center
Ozark Correctional Center,929 Honor Camp Lane,,"Fordland, MO 65652",65652,,,https://www.prisonpro.com/content/ozark-correctional-center
Potosi Correctional Center,11593 State Highway O,,"Mineral Point, MO 63660",63660,,,https://www.prisonpro.com/content/potosi-correctional-center
South Central Correctional Center,255 West Highway 32,,"Licking, MO 65542",65542,,,https://www.prisonpro.com/content/south-central-correctional-center
Southeast Correctional Center,300 East Pedro Simmons Drive,,"Charleston, MO 63834",63834,,,https://www.prisonpro.com/content/southeast-correctional-center
Tipton Correctional Center,619 North Osage Avenue,,"Tipton, MO 65081",65081,,,https://www.prisonpro.com/content/tipton-correctional-center
Western Missouri Correctional Center,609 East Pence Road,,"Cameron, MO 64429",64429,,,https://www.prisonpro.com/content/western-missouri-correctional-center
"Western Reception, Diagnostic and Correctional Center",3401 Faraon,,"St. Joseph, MO 64506",64506,,,https://www.prisonpro.com/content/western-reception-diagnostic-correctional-center
"Women's Eastern Reception, Diagnostic and Correctional Center",1101 East Highway 54,,"Vandalia, MO 63382",63382,,,https://www.prisonpro.com/content/womens-eastern-reception-diagnostic-correctional-center
Alpha House Men's Pre-release Center,3109 1st Avenue North,,"Billings, MT 59101",59101,,,https://www.prisonpro.com/content/alternatives-inc-pre-release-center
Passages Women's Center,1001 South 27th Street,,"Billings, MT 59101",59101,,,https://www.prisonpro.com/content/alternatives-inc-pre-release-center
